Std Sec#,Section,Occurring LLT,Occurrences,PT,Section Code,LLT Code,PT Code,SPL Set ID,SPL Eff Date,SPL Ver,Trade Name,Generic/Proper Names,Product Names,Product Generic Names,Product NDCs,FDALabel URL,DailyMed URL
6.0,ADVERSE REACTIONS SECTION,Arthritis,2,Arthritis,34084-4,10003246,10003246,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Back pain,1,Back pain,34084-4,10003988,10003988,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Bell's palsy,1,Bell's palsy,34084-4,10004223,10004223,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Bronchospasm,1,Bronchospasm,34084-4,10006482,10006482,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Chills,1,Chills,34084-4,10008531,10008531,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Conjunctivitis,1,Conjunctivitis,34084-4,10010741,10010741,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Constipation,1,Constipation,34084-4,10010774,10010774,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Cramps,1,Muscle spasms,34084-4,10011293,10028334,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Diarrhea,1,Diarrhoea,34084-4,10012727,10012735,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Dizziness,2,Dizziness,34084-4,10013573,10013573,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Dyspepsia,1,Dyspepsia,34084-4,10013946,10013946,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Earache,1,Ear pain,34084-4,10014037,10014020,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Ecchymoses,1,Ecchymosis,34084-4,10014079,10014080,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Ecchymosis injection site,1,Injection site haemorrhage,34084-4,10014081,10022067,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Eczema,1,Eczema,34084-4,10014184,10014184,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Encephalitis,1,Encephalitis,34084-4,10014581,10014581,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Encephalopathy,1,Encephalopathy,34084-4,10014625,10014625,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Erythema,1,Erythema,34084-4,10015150,10015150,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Erythema multiforme,2,Erythema multiforme,34084-4,10015218,10015218,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Erythema nodosum,2,Erythema nodosum,34084-4,10015226,10015226,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Fatigue,5,Fatigue,34084-4,10016256,10016256,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Fever,2,Pyrexia,34084-4,10016558,10037660,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Flushing,1,Flushing,34084-4,10016825,10016825,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Guillain Barre syndrome,1,Guillain-Barre syndrome,34084-4,10018766,10018767,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Guillain-Barre syndrome,1,Guillain-Barre syndrome,34084-4,10018767,10018767,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Headache,2,Headache,34084-4,10019211,10019211,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Hypersensitivity syndrome,1,Drug reaction with eosinophilia and systemic symptoms,34084-4,10020760,10073508,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Hypoesthesia,1,Hypoaesthesia,34084-4,10020976,10020937,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Hypotension,1,Hypotension,34084-4,10021097,10021097,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Influenza-like symptoms,1,Influenza like illness,34084-4,10022009,10022004,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Injection site ecchymosis,1,Injection site haemorrhage,34084-4,10022057,10022067,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Injection site erythema,1,Injection site erythema,34084-4,10022061,10022061,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Injection site induration,1,Injection site induration,34084-4,10022075,10022075,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Injection site pain,2,Injection site pain,34084-4,10022086,10022086,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Injection site pruritus,1,Injection site pruritus,34084-4,10022093,10022093,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Injection site reaction,1,Injection site reaction,34084-4,10022095,10022095,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Injection site swelling,1,Injection site swelling,34084-4,10053425,10053425,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Insomnia,1,Insomnia,34084-4,10022437,10022437,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Irritability,1,Irritability,34084-4,10022998,10022998,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Keratitis,1,Keratitis,34084-4,10023332,10023332,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Lichen planus,1,Lichen planus,34084-4,10024429,10024429,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Lymphadenopathy,1,Lymphadenopathy,34084-4,10025197,10025197,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
6.0,ADVERSE REACTIONS SECTION,Malaise,1,Malaise,34084-4,10025482,10025482,2ec65f7e-4aa2-4b41-b578-885ea59d6e9d,20241127,33,ENGERIX-B,HEPATITIS B VACCINE (RECOMBINANT),ENGERIX-B|ENGERIX-B,Hepatitis B Vaccine (Recombinant)|Hepatitis B Vaccine (Recombinant),58160-820|58160-821,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2ec65f7e-4aa2-4b41-b578-885ea59d6e9d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2ec65f7e-4aa2-4b41-b578-885ea59d6e9d
